cellID,cellType,sampleID
AZ_A10,delta cell,AZ
AZ_A11,alpha cell,AZ
AZ_A12,delta cell,AZ
AZ_A2,gamma cell,AZ
AZ_A5,ductal cell,AZ
AZ_A6,alpha cell,AZ
AZ_A7,acinar cell,AZ
AZ_A8,beta cell,AZ
AZ_B1,delta cell,AZ
AZ_B10,delta cell,AZ
AZ_B11,co-expression cell,AZ
AZ_B12,alpha cell,AZ
AZ_B2,alpha cell,AZ
AZ_B3,alpha cell,AZ
AZ_B5,alpha cell,AZ
AZ_B8,acinar cell,AZ
AZ_B9,alpha cell,AZ
AZ_C1,alpha cell,AZ
AZ_C10,beta cell,AZ
AZ_C11,delta cell,AZ
AZ_C2,alpha cell,AZ
AZ_C3,ductal cell,AZ
AZ_C4,beta cell,AZ
AZ_C5,alpha cell,AZ
AZ_C8,alpha cell,AZ
AZ_C9,ductal cell,AZ
AZ_D12,gamma cell,AZ
AZ_D2,beta cell,AZ
AZ_D3,alpha cell,AZ
AZ_D4,alpha cell,AZ
AZ_D5,delta cell,AZ
AZ_D6,beta cell,AZ
AZ_D7,alpha cell,AZ
AZ_D8,gamma cell,AZ
AZ_D9,alpha cell,AZ
AZ_E12,alpha cell,AZ
AZ_E2,alpha cell,AZ
AZ_E3,MHC class II cell,AZ
AZ_E4,alpha cell,AZ
AZ_E5,alpha cell,AZ
AZ_E7,beta cell,AZ
AZ_E8,alpha cell,AZ
AZ_E9,alpha cell,AZ
AZ_F1,beta cell,AZ
AZ_F2,beta cell,AZ
AZ_F4,alpha cell,AZ
AZ_F5,PSC cell,AZ
AZ_F6,acinar cell,AZ
AZ_F7,co-expression cell,AZ
AZ_F8,alpha cell,AZ
AZ_F9,ductal cell,AZ
AZ_G1,alpha cell,AZ
AZ_G10,alpha cell,AZ
AZ_G2,beta cell,AZ
AZ_G3,alpha cell,AZ
AZ_G4,alpha cell,AZ
AZ_G5,gamma cell,AZ
AZ_G6,co-expression cell,AZ
AZ_H1,delta cell,AZ
AZ_H10,acinar cell,AZ
AZ_H11,beta cell,AZ
AZ_H12,gamma cell,AZ
AZ_H2,beta cell,AZ
AZ_H3,gamma cell,AZ
AZ_H4,endothelial cell,AZ
AZ_H5,gamma cell,AZ
AZ_H6,beta cell,AZ
AZ_H9,alpha cell,AZ
HP1502401_A10,beta cell,HP1502401
HP1502401_A12,alpha cell,HP1502401
HP1502401_A14,acinar cell,HP1502401
HP1502401_A15,alpha cell,HP1502401
HP1502401_A17,alpha cell,HP1502401
HP1502401_A18,delta cell,HP1502401
HP1502401_A2,delta cell,HP1502401
HP1502401_A22,acinar cell,HP1502401
HP1502401_A24,delta cell,HP1502401
HP1502401_A4,alpha cell,HP1502401
HP1502401_A6,beta cell,HP1502401
HP1502401_A7,beta cell,HP1502401
HP1502401_B1,beta cell,HP1502401
HP1502401_B10,alpha cell,HP1502401
HP1502401_B11,gamma cell,HP1502401
HP1502401_B14,beta cell,HP1502401
HP1502401_B15,gamma cell,HP1502401
HP1502401_B16,alpha cell,HP1502401
HP1502401_B17,acinar cell,HP1502401
HP1502401_B18,gamma cell,HP1502401
HP1502401_B20,alpha cell,HP1502401
HP1502401_B21,beta cell,HP1502401
HP1502401_B23,beta cell,HP1502401
HP1502401_B24,beta cell,HP1502401
HP1502401_B5,alpha cell,HP1502401
HP1502401_B7,beta cell,HP1502401
HP1502401_B8,delta cell,HP1502401
HP1502401_C1,acinar cell,HP1502401
HP1502401_C10,beta cell,HP1502401
HP1502401_C12,ductal cell,HP1502401
HP1502401_C14,alpha cell,HP1502401
HP1502401_C16,alpha cell,HP1502401
HP1502401_C18,beta cell,HP1502401
HP1502401_C20,delta cell,HP1502401
HP1502401_C21,beta cell,HP1502401
HP1502401_C4,alpha cell,HP1502401
HP1502401_C5,delta cell,HP1502401
HP1502401_C6,beta cell,HP1502401
HP1502401_C7,beta cell,HP1502401
HP1502401_C8,delta cell,HP1502401
HP1502401_D10,acinar cell,HP1502401
HP1502401_D12,delta cell,HP1502401
HP1502401_D13,beta cell,HP1502401
HP1502401_D16,alpha cell,HP1502401
HP1502401_D17,delta cell,HP1502401
HP1502401_D18,ductal cell,HP1502401
HP1502401_D2,acinar cell,HP1502401
HP1502401_D20,alpha cell,HP1502401
HP1502401_D22,beta cell,HP1502401
HP1502401_D24,alpha cell,HP1502401
HP1502401_D3,beta cell,HP1502401
HP1502401_D4,ductal cell,HP1502401
HP1502401_D5,alpha cell,HP1502401
HP1502401_D6,beta cell,HP1502401
HP1502401_D7,beta cell,HP1502401
HP1502401_D8,alpha cell,HP1502401
HP1502401_E10,beta cell,HP1502401
HP1502401_E11,alpha cell,HP1502401
HP1502401_E14,epsilon cell,HP1502401
HP1502401_E16,alpha cell,HP1502401
HP1502401_E17,alpha cell,HP1502401
HP1502401_E19,beta cell,HP1502401
HP1502401_E2,acinar cell,HP1502401
HP1502401_E20,acinar cell,HP1502401
HP1502401_E21,alpha cell,HP1502401
HP1502401_E22,co-expression cell,HP1502401
HP1502401_E23,acinar cell,HP1502401
HP1502401_E24,acinar cell,HP1502401
HP1502401_E3,delta cell,HP1502401
HP1502401_E5,gamma cell,HP1502401
HP1502401_E6,alpha cell,HP1502401
HP1502401_E7,gamma cell,HP1502401
HP1502401_E9,delta cell,HP1502401
HP1502401_F10,alpha cell,HP1502401
HP1502401_F11,delta cell,HP1502401
HP1502401_F12,alpha cell,HP1502401
HP1502401_F13,acinar cell,HP1502401
HP1502401_F15,gamma cell,HP1502401
HP1502401_F16,beta cell,HP1502401
HP1502401_F17,gamma cell,HP1502401
HP1502401_F18,gamma cell,HP1502401
HP1502401_F19,alpha cell,HP1502401
HP1502401_F20,alpha cell,HP1502401
HP1502401_F21,beta cell,HP1502401
HP1502401_F22,beta cell,HP1502401
HP1502401_F23,alpha cell,HP1502401
HP1502401_F24,beta cell,HP1502401
HP1502401_F4,alpha cell,HP1502401
HP1502401_F9,beta cell,HP1502401
HP1502401_G10,alpha cell,HP1502401
HP1502401_G11,gamma cell,HP1502401
HP1502401_G12,gamma cell,HP1502401
HP1502401_G14,beta cell,HP1502401
HP1502401_G18,acinar cell,HP1502401
HP1502401_G20,delta cell,HP1502401
HP1502401_G22,beta cell,HP1502401
HP1502401_G23,ductal cell,HP1502401
HP1502401_G24,beta cell,HP1502401
HP1502401_G3,delta cell,HP1502401
HP1502401_G4,beta cell,HP1502401
HP1502401_G5,beta cell,HP1502401
HP1502401_G6,beta cell,HP1502401
HP1502401_G7,alpha cell,HP1502401
HP1502401_G8,alpha cell,HP1502401
HP1502401_H1,alpha cell,HP1502401
HP1502401_H11,beta cell,HP1502401
HP1502401_H12,beta cell,HP1502401
HP1502401_H13,gamma cell,HP1502401
HP1502401_H14,alpha cell,HP1502401
HP1502401_H15,alpha cell,HP1502401
HP1502401_H16,alpha cell,HP1502401
HP1502401_H18,PSC cell,HP1502401
HP1502401_H19,beta cell,HP1502401
HP1502401_H2,alpha cell,HP1502401
HP1502401_H20,alpha cell,HP1502401
HP1502401_H21,ductal cell,HP1502401
HP1502401_H22,beta cell,HP1502401
HP1502401_H23,ductal cell,HP1502401
HP1502401_H24,alpha cell,HP1502401
HP1502401_H3,alpha cell,HP1502401
HP1502401_H4,alpha cell,HP1502401
HP1502401_H5,alpha cell,HP1502401
HP1502401_H6,delta cell,HP1502401
HP1502401_H7,alpha cell,HP1502401
HP1502401_H8,alpha cell,HP1502401
HP1502401_I1,alpha cell,HP1502401
HP1502401_I12,endothelial cell,HP1502401
HP1502401_I14,acinar cell,HP1502401
HP1502401_I15,alpha cell,HP1502401
HP1502401_I16,alpha cell,HP1502401
HP1502401_I18,alpha cell,HP1502401
HP1502401_I2,ductal cell,HP1502401
HP1502401_I21,ductal cell,HP1502401
HP1502401_I22,alpha cell,HP1502401
HP1502401_I23,alpha cell,HP1502401
HP1502401_I24,beta cell,HP1502401
HP1502401_I4,alpha cell,HP1502401
HP1502401_I6,beta cell,HP1502401
HP1502401_I7,delta cell,HP1502401
HP1502401_I8,gamma cell,HP1502401
HP1502401_I9,delta cell,HP1502401
HP1502401_J1,alpha cell,HP1502401
HP1502401_J10,beta cell,HP1502401
HP1502401_J11,alpha cell,HP1502401
HP1502401_J12,beta cell,HP1502401
HP1502401_J14,alpha cell,HP1502401
HP1502401_J15,ductal cell,HP1502401
HP1502401_J16,mast cell,HP1502401
HP1502401_J17,ductal cell,HP1502401
HP1502401_J18,alpha cell,HP1502401
HP1502401_J19,ductal cell,HP1502401
HP1502401_J2,acinar cell,HP1502401
HP1502401_J20,alpha cell,HP1502401
HP1502401_J21,alpha cell,HP1502401
HP1502401_J22,beta cell,HP1502401
HP1502401_J23,alpha cell,HP1502401
HP1502401_J24,ductal cell,HP1502401
HP1502401_J4,alpha cell,HP1502401
HP1502401_J6,alpha cell,HP1502401
HP1502401_J7,mast cell,HP1502401
HP1502401_J8,alpha cell,HP1502401
HP1502401_K1,alpha cell,HP1502401
HP1502401_K10,acinar cell,HP1502401
HP1502401_K11,alpha cell,HP1502401
HP1502401_K12,acinar cell,HP1502401
HP1502401_K14,gamma cell,HP1502401
HP1502401_K15,alpha cell,HP1502401
HP1502401_K16,alpha cell,HP1502401
HP1502401_K2,alpha cell,HP1502401
HP1502401_K20,alpha cell,HP1502401
HP1502401_K21,alpha cell,HP1502401
HP1502401_K22,alpha cell,HP1502401
HP1502401_K23,gamma cell,HP1502401
HP1502401_K24,gamma cell,HP1502401
HP1502401_K3,alpha cell,HP1502401
HP1502401_K5,alpha cell,HP1502401
HP1502401_K6,alpha cell,HP1502401
HP1502401_K9,alpha cell,HP1502401
HP1502401_L1,alpha cell,HP1502401
HP1502401_L10,beta cell,HP1502401
HP1502401_L11,alpha cell,HP1502401
HP1502401_L12,alpha cell,HP1502401
HP1502401_L13,alpha cell,HP1502401
HP1502401_L14,gamma cell,HP1502401
HP1502401_L15,alpha cell,HP1502401
HP1502401_L16,alpha cell,HP1502401
HP1502401_L17,alpha cell,HP1502401
HP1502401_L18,ductal cell,HP1502401
HP1502401_L2,alpha cell,HP1502401
HP1502401_L20,alpha cell,HP1502401
HP1502401_L21,alpha cell,HP1502401
HP1502401_L22,alpha cell,HP1502401
HP1502401_L23,alpha cell,HP1502401
HP1502401_L3,alpha cell,HP1502401
HP1502401_L4,alpha cell,HP1502401
HP1502401_L5,ductal cell,HP1502401
HP1502401_L7,alpha cell,HP1502401
HP1502401_L9,alpha cell,HP1502401
HP1502401_M1,alpha cell,HP1502401
HP1502401_M10,alpha cell,HP1502401
HP1502401_M11,alpha cell,HP1502401
HP1502401_M12,beta cell,HP1502401
HP1502401_M14,alpha cell,HP1502401
HP1502401_M15,alpha cell,HP1502401
HP1502401_M16,ductal cell,HP1502401
HP1502401_M17,mast cell,HP1502401
HP1502401_M19,alpha cell,HP1502401
HP1502401_M2,beta cell,HP1502401
HP1502401_M20,co-expression cell,HP1502401
HP1502401_M21,alpha cell,HP1502401
HP1502401_M22,acinar cell,HP1502401
HP1502401_M23,alpha cell,HP1502401
HP1502401_M24,alpha cell,HP1502401
HP1502401_M3,alpha cell,HP1502401
HP1502401_M4,alpha cell,HP1502401
HP1502401_M5,alpha cell,HP1502401
HP1502401_M6,delta cell,HP1502401
HP1502401_M7,alpha cell,HP1502401
HP1502401_M8,acinar cell,HP1502401
HP1502401_N1,beta cell,HP1502401
HP1502401_N10,ductal cell,HP1502401
HP1502401_N11,gamma cell,HP1502401
HP1502401_N12,alpha cell,HP1502401
HP1502401_N15,alpha cell,HP1502401
HP1502401_N16,ductal cell,HP1502401
HP1502401_N17,alpha cell,HP1502401
HP1502401_N18,ductal cell,HP1502401
HP1502401_N2,acinar cell,HP1502401
HP1502401_N20,alpha cell,HP1502401
HP1502401_N21,beta cell,HP1502401
HP1502401_N23,gamma cell,HP1502401
HP1502401_N3,alpha cell,HP1502401
HP1502401_N4,alpha cell,HP1502401
HP1502401_N7,delta cell,HP1502401
HP1502401_N8,beta cell,HP1502401
HP1502401_N9,gamma cell,HP1502401
HP1502401_O1,alpha cell,HP1502401
HP1502401_O10,ductal cell,HP1502401
HP1502401_O14,acinar cell,HP1502401
HP1502401_O16,beta cell,HP1502401
HP1502401_O17,alpha cell,HP1502401
HP1502401_O18,delta cell,HP1502401
HP1502401_O2,alpha cell,HP1502401
HP1502401_O20,alpha cell,HP1502401
HP1502401_O21,alpha cell,HP1502401
HP1502401_O22,alpha cell,HP1502401
HP1502401_O23,alpha cell,HP1502401
HP1502401_O24,alpha cell,HP1502401
HP1502401_O3,alpha cell,HP1502401
HP1502401_O4,alpha cell,HP1502401
HP1502401_O6,delta cell,HP1502401
HP1502401_O7,co-expression cell,HP1502401
HP1502401_O8,alpha cell,HP1502401
HP1502401_O9,mast cell,HP1502401
HP1504101T2D_A10,acinar cell,HP1504101T2D
HP1504101T2D_A12,alpha cell,HP1504101T2D
HP1504101T2D_A13,gamma cell,HP1504101T2D
HP1504101T2D_A15,gamma cell,HP1504101T2D
HP1504101T2D_A17,gamma cell,HP1504101T2D
HP1504101T2D_A18,gamma cell,HP1504101T2D
HP1504101T2D_A19,alpha cell,HP1504101T2D
HP1504101T2D_A20,gamma cell,HP1504101T2D
HP1504101T2D_A23,alpha cell,HP1504101T2D
HP1504101T2D_A24,delta cell,HP1504101T2D
HP1504101T2D_A4,gamma cell,HP1504101T2D
HP1504101T2D_A5,alpha cell,HP1504101T2D
HP1504101T2D_A6,alpha cell,HP1504101T2D
HP1504101T2D_A8,alpha cell,HP1504101T2D
HP1504101T2D_B10,gamma cell,HP1504101T2D
HP1504101T2D_B11,alpha cell,HP1504101T2D
HP1504101T2D_B12,gamma cell,HP1504101T2D
HP1504101T2D_B13,alpha cell,HP1504101T2D
HP1504101T2D_B16,alpha cell,HP1504101T2D
HP1504101T2D_B17,gamma cell,HP1504101T2D
HP1504101T2D_B18,gamma cell,HP1504101T2D
HP1504101T2D_B21,alpha cell,HP1504101T2D
HP1504101T2D_B22,gamma cell,HP1504101T2D
HP1504101T2D_B24,gamma cell,HP1504101T2D
HP1504101T2D_B4,gamma cell,HP1504101T2D
HP1504101T2D_B5,gamma cell,HP1504101T2D
HP1504101T2D_B6,beta cell,HP1504101T2D
HP1504101T2D_B7,alpha cell,HP1504101T2D
HP1504101T2D_B8,ductal cell,HP1504101T2D
HP1504101T2D_C1,endothelial cell,HP1504101T2D
HP1504101T2D_C10,delta cell,HP1504101T2D
HP1504101T2D_C11,acinar cell,HP1504101T2D
HP1504101T2D_C12,gamma cell,HP1504101T2D
HP1504101T2D_C14,alpha cell,HP1504101T2D
HP1504101T2D_C15,alpha cell,HP1504101T2D
HP1504101T2D_C16,co-expression cell,HP1504101T2D
HP1504101T2D_C17,alpha cell,HP1504101T2D
HP1504101T2D_C18,beta cell,HP1504101T2D
HP1504101T2D_C20,alpha cell,HP1504101T2D
HP1504101T2D_C21,gamma cell,HP1504101T2D
HP1504101T2D_C22,alpha cell,HP1504101T2D
HP1504101T2D_C4,alpha cell,HP1504101T2D
HP1504101T2D_C9,delta cell,HP1504101T2D
HP1504101T2D_D1,alpha cell,HP1504101T2D
HP1504101T2D_D11,gamma cell,HP1504101T2D
HP1504101T2D_D12,alpha cell,HP1504101T2D
HP1504101T2D_D13,alpha cell,HP1504101T2D
HP1504101T2D_D15,gamma cell,HP1504101T2D
HP1504101T2D_D17,gamma cell,HP1504101T2D
HP1504101T2D_D18,gamma cell,HP1504101T2D
HP1504101T2D_D19,alpha cell,HP1504101T2D
HP1504101T2D_D2,alpha cell,HP1504101T2D
HP1504101T2D_D21,gamma cell,HP1504101T2D
HP1504101T2D_D23,gamma cell,HP1504101T2D
HP1504101T2D_D24,gamma cell,HP1504101T2D
HP1504101T2D_D5,alpha cell,HP1504101T2D
HP1504101T2D_D6,alpha cell,HP1504101T2D
HP1504101T2D_D7,alpha cell,HP1504101T2D
HP1504101T2D_D9,beta cell,HP1504101T2D
HP1504101T2D_E1,alpha cell,HP1504101T2D
HP1504101T2D_E10,alpha cell,HP1504101T2D
HP1504101T2D_E11,gamma cell,HP1504101T2D
HP1504101T2D_E14,gamma cell,HP1504101T2D
HP1504101T2D_E15,beta cell,HP1504101T2D
HP1504101T2D_E16,beta cell,HP1504101T2D
HP1504101T2D_E18,gamma cell,HP1504101T2D
HP1504101T2D_E19,alpha cell,HP1504101T2D
HP1504101T2D_E20,gamma cell,HP1504101T2D
HP1504101T2D_E21,alpha cell,HP1504101T2D
HP1504101T2D_E22,alpha cell,HP1504101T2D
HP1504101T2D_E23,alpha cell,HP1504101T2D
HP1504101T2D_E24,beta cell,HP1504101T2D
HP1504101T2D_E3,alpha cell,HP1504101T2D
HP1504101T2D_E4,gamma cell,HP1504101T2D
HP1504101T2D_E6,alpha cell,HP1504101T2D
HP1504101T2D_E7,gamma cell,HP1504101T2D
HP1504101T2D_E8,gamma cell,HP1504101T2D
HP1504101T2D_E9,gamma cell,HP1504101T2D
HP1504101T2D_F1,acinar cell,HP1504101T2D
HP1504101T2D_F10,alpha cell,HP1504101T2D
HP1504101T2D_F11,gamma cell,HP1504101T2D
HP1504101T2D_F12,alpha cell,HP1504101T2D
HP1504101T2D_F13,gamma cell,HP1504101T2D
HP1504101T2D_F14,gamma cell,HP1504101T2D
HP1504101T2D_F15,alpha cell,HP1504101T2D
HP1504101T2D_F16,gamma cell,HP1504101T2D
HP1504101T2D_F17,delta cell,HP1504101T2D
HP1504101T2D_F18,PSC cell,HP1504101T2D
HP1504101T2D_F19,alpha cell,HP1504101T2D
HP1504101T2D_F2,gamma cell,HP1504101T2D
HP1504101T2D_F20,gamma cell,HP1504101T2D
HP1504101T2D_F22,alpha cell,HP1504101T2D
HP1504101T2D_F3,alpha cell,HP1504101T2D
HP1504101T2D_F7,alpha cell,HP1504101T2D
HP1504101T2D_G1,alpha cell,HP1504101T2D
HP1504101T2D_G10,alpha cell,HP1504101T2D
HP1504101T2D_G12,alpha cell,HP1504101T2D
HP1504101T2D_G14,alpha cell,HP1504101T2D
HP1504101T2D_G16,gamma cell,HP1504101T2D
HP1504101T2D_G17,alpha cell,HP1504101T2D
HP1504101T2D_G19,alpha cell,HP1504101T2D
HP1504101T2D_G2,alpha cell,HP1504101T2D
HP1504101T2D_G21,gamma cell,HP1504101T2D
HP1504101T2D_G22,alpha cell,HP1504101T2D
HP1504101T2D_G23,alpha cell,HP1504101T2D
HP1504101T2D_G24,alpha cell,HP1504101T2D
HP1504101T2D_G3,gamma cell,HP1504101T2D
HP1504101T2D_G4,gamma cell,HP1504101T2D
HP1504101T2D_G8,gamma cell,HP1504101T2D
HP1504101T2D_G9,gamma cell,HP1504101T2D
HP1504101T2D_H1,gamma cell,HP1504101T2D
HP1504101T2D_H14,gamma cell,HP1504101T2D
HP1504101T2D_H15,alpha cell,HP1504101T2D
HP1504101T2D_H17,alpha cell,HP1504101T2D
HP1504101T2D_H18,ductal cell,HP1504101T2D
HP1504101T2D_H2,alpha cell,HP1504101T2D
HP1504101T2D_H20,alpha cell,HP1504101T2D
HP1504101T2D_H21,alpha cell,HP1504101T2D
HP1504101T2D_H22,alpha cell,HP1504101T2D
HP1504101T2D_H23,beta cell,HP1504101T2D
HP1504101T2D_H24,gamma cell,HP1504101T2D
HP1504101T2D_H4,alpha cell,HP1504101T2D
HP1504101T2D_H5,delta cell,HP1504101T2D
HP1504101T2D_H6,beta cell,HP1504101T2D
HP1504101T2D_H9,alpha cell,HP1504101T2D
HP1504101T2D_I1,alpha cell,HP1504101T2D
HP1504101T2D_I10,gamma cell,HP1504101T2D
HP1504101T2D_I14,alpha cell,HP1504101T2D
HP1504101T2D_I15,gamma cell,HP1504101T2D
HP1504101T2D_I16,gamma cell,HP1504101T2D
HP1504101T2D_I17,alpha cell,HP1504101T2D
HP1504101T2D_I18,alpha cell,HP1504101T2D
HP1504101T2D_I2,alpha cell,HP1504101T2D
HP1504101T2D_I20,alpha cell,HP1504101T2D
HP1504101T2D_I22,alpha cell,HP1504101T2D
HP1504101T2D_I23,alpha cell,HP1504101T2D
HP1504101T2D_I24,alpha cell,HP1504101T2D
HP1504101T2D_I5,alpha cell,HP1504101T2D
HP1504101T2D_I6,acinar cell,HP1504101T2D
HP1504101T2D_I7,gamma cell,HP1504101T2D
HP1504101T2D_I8,alpha cell,HP1504101T2D
HP1504101T2D_J1,alpha cell,HP1504101T2D
HP1504101T2D_J11,alpha cell,HP1504101T2D
HP1504101T2D_J13,alpha cell,HP1504101T2D
HP1504101T2D_J14,delta cell,HP1504101T2D
HP1504101T2D_J15,alpha cell,HP1504101T2D
HP1504101T2D_J16,acinar cell,HP1504101T2D
HP1504101T2D_J18,alpha cell,HP1504101T2D
HP1504101T2D_J2,alpha cell,HP1504101T2D
HP1504101T2D_J20,alpha cell,HP1504101T2D
HP1504101T2D_J22,gamma cell,HP1504101T2D
HP1504101T2D_J24,alpha cell,HP1504101T2D
HP1504101T2D_J3,gamma cell,HP1504101T2D
HP1504101T2D_J5,gamma cell,HP1504101T2D
HP1504101T2D_J7,alpha cell,HP1504101T2D
HP1504101T2D_J9,gamma cell,HP1504101T2D
HP1504101T2D_K10,acinar cell,HP1504101T2D
HP1504101T2D_K12,alpha cell,HP1504101T2D
HP1504101T2D_K17,alpha cell,HP1504101T2D
HP1504101T2D_K18,alpha cell,HP1504101T2D
HP1504101T2D_K19,acinar cell,HP1504101T2D
HP1504101T2D_K2,gamma cell,HP1504101T2D
HP1504101T2D_K20,alpha cell,HP1504101T2D
HP1504101T2D_K22,alpha cell,HP1504101T2D
HP1504101T2D_K23,alpha cell,HP1504101T2D
HP1504101T2D_K24,alpha cell,HP1504101T2D
HP1504101T2D_K4,alpha cell,HP1504101T2D
HP1504101T2D_K8,gamma cell,HP1504101T2D
HP1504101T2D_L1,gamma cell,HP1504101T2D
HP1504101T2D_L10,alpha cell,HP1504101T2D
HP1504101T2D_L11,delta cell,HP1504101T2D
HP1504101T2D_L13,gamma cell,HP1504101T2D
HP1504101T2D_L14,acinar cell,HP1504101T2D
HP1504101T2D_L15,gamma cell,HP1504101T2D
HP1504101T2D_L18,alpha cell,HP1504101T2D
HP1504101T2D_L19,alpha cell,HP1504101T2D
HP1504101T2D_L2,alpha cell,HP1504101T2D
HP1504101T2D_L21,alpha cell,HP1504101T2D
HP1504101T2D_L23,alpha cell,HP1504101T2D
HP1504101T2D_L24,gamma cell,HP1504101T2D
HP1504101T2D_L3,alpha cell,HP1504101T2D
HP1504101T2D_L4,alpha cell,HP1504101T2D
HP1504101T2D_L5,alpha cell,HP1504101T2D
HP1504101T2D_L7,alpha cell,HP1504101T2D
HP1504101T2D_L8,alpha cell,HP1504101T2D
HP1504101T2D_M1,gamma cell,HP1504101T2D
HP1504101T2D_M10,alpha cell,HP1504101T2D
HP1504101T2D_M15,alpha cell,HP1504101T2D
HP1504101T2D_M18,alpha cell,HP1504101T2D
HP1504101T2D_M19,alpha cell,HP1504101T2D
HP1504101T2D_M2,alpha cell,HP1504101T2D
HP1504101T2D_M21,alpha cell,HP1504101T2D
HP1504101T2D_M23,alpha cell,HP1504101T2D
HP1504101T2D_M24,alpha cell,HP1504101T2D
HP1504101T2D_M3,gamma cell,HP1504101T2D
HP1504101T2D_M4,alpha cell,HP1504101T2D
HP1504101T2D_M5,alpha cell,HP1504101T2D
HP1504101T2D_M6,alpha cell,HP1504101T2D
HP1504101T2D_M7,alpha cell,HP1504101T2D
HP1504101T2D_M8,epsilon cell,HP1504101T2D
HP1504101T2D_M9,alpha cell,HP1504101T2D
HP1504101T2D_N1,alpha cell,HP1504101T2D
HP1504101T2D_N10,beta cell,HP1504101T2D
HP1504101T2D_N12,alpha cell,HP1504101T2D
HP1504101T2D_N13,alpha cell,HP1504101T2D
HP1504101T2D_N15,alpha cell,HP1504101T2D
HP1504101T2D_N16,gamma cell,HP1504101T2D
HP1504101T2D_N17,alpha cell,HP1504101T2D
HP1504101T2D_N19,alpha cell,HP1504101T2D
HP1504101T2D_N2,alpha cell,HP1504101T2D
HP1504101T2D_N20,gamma cell,HP1504101T2D
HP1504101T2D_N21,delta cell,HP1504101T2D
HP1504101T2D_N22,alpha cell,HP1504101T2D
HP1504101T2D_N24,alpha cell,HP1504101T2D
HP1504101T2D_N5,alpha cell,HP1504101T2D
HP1504101T2D_N6,alpha cell,HP1504101T2D
HP1504101T2D_N7,alpha cell,HP1504101T2D
HP1504101T2D_N8,alpha cell,HP1504101T2D
HP1504101T2D_N9,alpha cell,HP1504101T2D
HP1504101T2D_O10,alpha cell,HP1504101T2D
HP1504101T2D_O11,gamma cell,HP1504101T2D
HP1504101T2D_O12,beta cell,HP1504101T2D
HP1504101T2D_O13,alpha cell,HP1504101T2D
HP1504101T2D_O14,alpha cell,HP1504101T2D
HP1504101T2D_O16,alpha cell,HP1504101T2D
HP1504101T2D_O20,alpha cell,HP1504101T2D
HP1504101T2D_O22,alpha cell,HP1504101T2D
HP1504101T2D_O23,gamma cell,HP1504101T2D
HP1504101T2D_O24,ductal cell,HP1504101T2D
HP1504101T2D_O3,alpha cell,HP1504101T2D
HP1504101T2D_O4,gamma cell,HP1504101T2D
HP1504101T2D_O6,alpha cell,HP1504101T2D
HP1504101T2D_O9,alpha cell,HP1504101T2D
HP1504101T2D_P11,alpha cell,HP1504101T2D
HP1504101T2D_P12,gamma cell,HP1504101T2D
HP1504101T2D_P14,alpha cell,HP1504101T2D
HP1504101T2D_P17,alpha cell,HP1504101T2D
HP1504101T2D_P18,alpha cell,HP1504101T2D
HP1504101T2D_P2,alpha cell,HP1504101T2D
HP1504101T2D_P21,alpha cell,HP1504101T2D
HP1504101T2D_P22,alpha cell,HP1504101T2D
HP1504101T2D_P24,gamma cell,HP1504101T2D
HP1504101T2D_P3,PSC cell,HP1504101T2D
HP1504101T2D_P5,delta cell,HP1504101T2D
HP1504101T2D_P7,alpha cell,HP1504101T2D
HP1504101T2D_P9,gamma cell,HP1504101T2D
HP1504901_A10,delta cell,HP1504901
HP1504901_A14,alpha cell,HP1504901
HP1504901_A16,beta cell,HP1504901
HP1504901_A19,alpha cell,HP1504901
HP1504901_A2,alpha cell,HP1504901
HP1504901_A21,delta cell,HP1504901
HP1504901_A22,PSC cell,HP1504901
HP1504901_A23,endothelial cell,HP1504901
HP1504901_A3,beta cell,HP1504901
HP1504901_A5,gamma cell,HP1504901
HP1504901_A9,alpha cell,HP1504901
HP1504901_B1,alpha cell,HP1504901
HP1504901_B10,beta cell,HP1504901
HP1504901_B11,beta cell,HP1504901
HP1504901_B13,co-expression cell,HP1504901
HP1504901_B14,ductal cell,HP1504901
HP1504901_B15,alpha cell,HP1504901
HP1504901_B16,alpha cell,HP1504901
HP1504901_B18,alpha cell,HP1504901
HP1504901_B20,gamma cell,HP1504901
HP1504901_B21,alpha cell,HP1504901
HP1504901_B22,beta cell,HP1504901
HP1504901_B23,gamma cell,HP1504901
HP1504901_B24,PSC cell,HP1504901
HP1504901_B3,alpha cell,HP1504901
HP1504901_B4,delta cell,HP1504901
HP1504901_B6,gamma cell,HP1504901
HP1504901_B7,co-expression cell,HP1504901
HP1504901_B8,gamma cell,HP1504901
HP1504901_B9,delta cell,HP1504901
HP1504901_C10,delta cell,HP1504901
HP1504901_C11,alpha cell,HP1504901
HP1504901_C13,epsilon cell,HP1504901
HP1504901_C14,gamma cell,HP1504901
HP1504901_C16,alpha cell,HP1504901
HP1504901_C17,beta cell,HP1504901
HP1504901_C23,gamma cell,HP1504901
HP1504901_D1,alpha cell,HP1504901
HP1504901_D12,alpha cell,HP1504901
HP1504901_D13,acinar cell,HP1504901
HP1504901_D14,alpha cell,HP1504901
HP1504901_D15,alpha cell,HP1504901
HP1504901_D16,alpha cell,HP1504901
HP1504901_D17,alpha cell,HP1504901
HP1504901_D18,epsilon cell,HP1504901
